1407.01,1529.66,1422.16,367.89
1470.48,1475.53,1464.07,107.53
1485.54,1422.7,1637.38,347.83
1343.42,1623.37,1678.57,407.0
1264.06,1502.38,1625.44,357.07
1228.38,1627.76,1682.76,219.67000000000002
1288.08,1547.33,1357.18,275.04
1176.8600000000001,1736.6,1500.08,312.78
1517.76,1738.48,1687.42,143.46
1315.08,1366.66,1541.14,315.85
1222.99,1354.55,1606.63,340.94
1345.4,1447.78,1511.32,338.61
1459.04,1351.37,1446.28,354.31
1389.16,1374.62,1430.4,391.73
1385.48,1662.31,1496.31,111.06
1295.56,1407.0,1370.12,110.06
1305.44,1734.56,1624.43,345.87
1493.47,1740.47,1654.69,323.79
1408.84,1486.96,1335.77,312.32
1406.94,1707.75,1392.2,382.51
1213.3,1438.76,1363.03,270.16
1397.95,1475.17,1488.96,171.58
1543.6,1395.57,1653.65,160.0
1518.33,1726.28,1653.22,147.04
1445.43,1579.92,1666.98,500.72
1156.3600000000001,1722.81,1568.17,177.55
1206.06,1515.69,1460.81,296.74
1274.37,1593.41,1650.01,398.63
