672.34,1140.29,1105.04,142.25
789.9,1253.58,1261.67,477.71000000000004
770.94,1117.8,1171.69,247.03
662.73,1163.73,976.75,126.02000000000001
935.85,1388.77,1192.37,174.04000000000002
677.14,1312.28,1140.44,421.34000000000003
1000.02,1299.42,980.16,201.66
608.28,1189.49,953.87,292.05
899.55,1216.44,1211.01,143.83
979.85,1353.79,1227.16,452.40999999999997
600.1800000000001,1307.92,918.8,340.21
625.17,1214.55,952.62,306.93
802.89,1394.0,1299.57,386.94
881.37,1102.93,918.31,413.55
992.36,1227.35,1136.17,277.3
966.77,1436.04,1287.65,333.88
687.95,1205.92,1297.46,163.13
701.73,1207.54,1040.7,326.89
987.22,1368.8,995.8199999999999,293.55
788.38,1295.6,1057.84,285.55
756.91,1379.66,954.92,240.76
822.35,1109.9,1000.69,160.39
929.63,1250.02,1041.56,283.73
663.02,1160.56,1022.73,328.21
681.91,1410.6,939.97,463.0
770.42,1156.31,936.7,128.35
947.75,1167.15,993.0,436.47
699.01,1290.64,1241.95,328.67
