51400.7474064,71077.5112502,172069.6172874,25033.042910400003
34636.0957824,95534.09971560001,181554.6665436,26286.322692
52719.132631199995,81004.7349748,117608.91405060001,33051.863331199995
35661.506512800006,69737.424211,106016.0760708,19873.4365368
40104.9530112,71112.7766986,147431.2761264,20513.6400616
31852.838085599997,92765.7620162,130996.2208086,31022.7436848
45891.199275599996,110239.79169839999,115956.8634294,25136.1265288
35930.066466,104033.07278,145266.52014,34538.4376176
30111.26748,80281.7932826,139769.17927979998,21685.5380392
33203.776032,75344.6305066,101686.564098,28434.8023176
44930.8939884,80810.7750086,101572.6295724,19178.978476
33000.321522,69190.80976080001,127891.504986,19455.6766096
38794.7059668,99536.728109,120172.44087660001,32753.463383199996
46102.791966,100823.9169756,183747.9061614,33030.161516800006
40438.6184076,110186.8935258,138373.4813412,32346.554363199997
45980.71926,83244.0909482,120685.1462418,30805.7255408
52841.205337199994,62155.352805,128746.013928,19515.3565992
46184.17377,106060.836063,158027.1870072,32699.208847199996
52361.052693599995,102975.109328,139199.50665179998,30333.711077599997
29378.831244,104808.9126448,121511.17155239999,19189.8293832
47868.7771128,80052.567868,180500.77218179998,24669.5375192
39258.5822496,81780.57483960001,181412.2483866,19987.3710624
46761.9845784,102005.309497,169363.67230439998,31429.6527048
48593.0751684,82432.985635,120229.4081394,26449.0863
36808.9899492,80475.7532488,107639.6430606,20264.069196
34872.103014,67445.170065,172382.9372328,22884.5632848
50342.7839544,81233.96038939999,100233.8988966,33675.790495199995
38859.81141,79858.6079018,107354.8067466,29639.253016799998
